status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1021581417961885_1047545945365432,幹...,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1047545945365432,2016-09-21 11:30:05,2475,103,247,1745,52,6,668,3,1
1021581417961885_1047496545370372,"一開始好大但馬上習慣了！

#i7防水無誤 
#我先面壁",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1047496545370372,2016-09-21 09:58:16,1647,55,58,1338,41,16,251,0,1
1021581417961885_1046966202090073,"這頭是真的狂( ΄◞ิ .̫.̫ ◟ิ‵)
能走的出去我也是真心佩服（#狂總管 )　
　
　
▼沒有最狂 只有更狂！做你想要的狂新聞▼
http://goo.gl/h8C7xZ",這髮型太狂！客人要剪「七龍珠裡的孫悟空」髮型卻沒說清楚...等到抬頭照鏡已經回不去了,link,https://www.facebook.com/1021581417961885/posts/1046966202090073,2016-09-20 20:28:53,721,36,63,553,7,4,156,0,1
1021581417961885_1046359208817439,"#失眠來找碴
#右邊我可以
#左邊的也行　
　
　
▼沒有最狂 只有更狂！做你想要的狂新聞▼
http://goo.gl/h8C7xZ",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1046359208817439,2016-09-20 02:15:07,1011,71,73,814,5,15,176,1,0
1021581417961885_1046063735513653,你贏了,你贏了,video,https://www.facebook.com/1021581417961885/posts/1046063735513653,2016-09-19 17:50:38,2984,921,832,2459,7,48,462,4,4
1021581417961885_1046048735515153,..................,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1046048735515153,2016-09-19 17:11:28,1582,75,76,1203,5,24,338,9,3
1021581417961885_1046027875517239,如何讓IPHONE7沿用舊的耳機,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1046027875517239,2016-09-19 16:14:04,2588,135,233,2071,17,101,394,5,0
1021581417961885_1044269692359724,"【0917】卡提諾狂新聞 #031 

※ 本集平平淡淡請多包涵
※ 預覽圖的老師教過你嗎？

● 警告：內有FBI帥哥請小心觀看
　
又拖稿了，下禮拜力拼不拖稿大家說有可能嗎！
　 
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
卡提諾狂新聞全集 http://goo.gl/LKUQN9

註：《恕我攔轎》是對岸網友的作品",【0917】卡提諾狂新聞 #031,video,https://www.facebook.com/1021581417961885/posts/1044269692359724,2016-09-17 18:27:35,15494,1628,4925,13431,104,38,1911,6,4
1021581417961885_1044219519031408,沒雞吃了......,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1044219519031408,2016-09-17 17:09:49,5814,138,391,4799,14,51,942,6,2
1021581417961885_1044039315716095,"各位觀眾朋友早安，歡迎收看卡提諾狂新聞氣象預報。

#逃 #RUN #有事請打投訴專線 #有事請留言小編在線上",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1044039315716095,2016-09-17 11:21:23,1544,120,14,1254,2,15,146,19,108
1021581417961885_1043499525770074,"烤肉沒網路4很痛苦的...

小編加班中，請你們PO些肉的照片讓我聞聞",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1043499525770074,2016-09-16 20:58:16,2120,61,77,1807,15,5,292,0,1
1021581417961885_1043420005778026,海鮮需要補充水分,67.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1043420005778026,2016-09-16 19:20:52,1396,62,48,1113,4,68,211,0,0
1021581417961885_1043348415785185,相似度 87%,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1043348415785185,2016-09-16 16:45:56,2456,35,115,2084,17,9,345,0,1
1021581417961885_1041143729338987,"沒放假的替代役都喪心病狂了，94狂
來源：網友提供",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1041143729338987,2016-09-13 23:48:56,2907,57,124,2363,5,39,495,3,2
1021581417961885_1041138912672802,"彰化縣長94狂，明天放個毛

來源：ptt",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1041138912672802,2016-09-13 23:43:09,5803,192,383,4921,8,51,817,1,5
1021581417961885_1040990786020948,這老鼠超狂,67.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1040990786020948,2016-09-13 19:48:24,1723,50,113,1431,3,25,264,0,0
1021581417961885_1040972069356153,都是路克不來的關係。 (大概有87%的人不懂梗在哪),Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1040972069356153,2016-09-13 19:24:40,1826,40,30,1616,1,3,206,0,0
1021581417961885_1040014709451889,"【元首的憤怒諾特七】[HD]高畫質
　
先說好，這不可能每個禮拜更新的。
元首最後的選擇是....
　
● 本篇超過2000分享，本周狂新聞準時更新乙次...

#快分享 #不能只有我看到 #94狂 #卡提諾狂新聞 #帝國毀滅",【元首的憤怒諾特七】,video,https://www.facebook.com/1021581417961885/posts/1040014709451889,2016-09-12 16:25:32,10407,1036,10715,8299,60,22,2023,2,1
1021581417961885_1040012232785470,"【元首的憤怒諾特七】即將完成！
超過87則留言就發佈！
趕快tag人來留言！
趕快按讚追蹤，等等第一時間跟上！
　
87應該不會太難吧...(´ﾟдﾟ`)",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1040012232785470,2016-09-12 16:16:26,2475,164,45,2248,8,6,212,1,0
1021581417961885_1039928112793882,這狗好....屌...,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1039928112793882,2016-09-12 13:36:06,2016,73,138,1736,4,12,263,1,0
1021581417961885_1039684819484878,禮拜一沒什麼好說的....,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1039684819484878,2016-09-12 06:54:53,1411,12,29,1299,7,5,84,16,0
1021581417961885_1038919912894702,"你身邊一定有這種停車障礙的朋友...
　
#標籤人的時候到了",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1038919912894702,2016-09-11 14:09:31,1814,209,158,1277,6,34,478,12,7
1021581417961885_1038013702985323,"【0910】卡提諾狂新聞 #030 ※大力分享別客氣
　
久違的行車紀錄器強勢回歸啦！
　 
按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
 https://www.facebook.com/crazyck101/ 
　 
卡提諾狂新聞網站 http://crazy.ck101.com/ 
 卡提諾狂新聞全集 http://goo.gl/LKUQN9",【0910】卡提諾狂新聞 #030,video,https://www.facebook.com/1021581417961885/posts/1038013702985323,2016-09-10 15:05:01,18820,2016,9361,15987,101,28,2702,1,1
1021581417961885_1038008492985844,狂新聞上傳中，請稍後在播,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1038008492985844,2016-09-10 14:54:39,2083,65,85,1886,3,21,170,2,1
1021581417961885_1037883146331712,"媽的終於有400顆糖果了！

#94狂",www.animeride.com,link,https://www.facebook.com/1021581417961885/posts/1037883146331712,2016-09-10 11:07:05,1150,25,15,1031,2,3,109,0,5
1021581417961885_1037739026346124,要上班的請發表一下感言！,Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1037739026346124,2016-09-10 07:05:24,1532,25,106,1354,1,0,159,13,5
1021581417961885_1037193439734016,"【狂新聞公告】今日下午更新

請接受這個免費升級方案吧！",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1037193439734016,2016-09-09 18:33:01,2561,134,35,2197,6,66,225,43,24
1021581417961885_1037049716415055,"這真他媽太狂了！
　
#94狂",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1037049716415055,2016-09-09 14:56:14,4369,135,243,3685,14,55,615,0,0
1021581417961885_1036510966468930,嚇的我舌頭都掉了,eznewlife.com,link,https://www.facebook.com/1021581417961885/posts/1036510966468930,2016-09-09 00:33:05,1810,83,95,1313,4,15,475,3,0
1021581417961885_1036327729820587,大叔的雞腿還原之術,giant.gfycat.com,link,https://www.facebook.com/1021581417961885/posts/1036327729820587,2016-09-08 20:35:31,1749,133,286,1439,14,43,252,0,1
1021581417961885_1036151953171498,你他媽再親啊,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1036151953171498,2016-09-08 15:10:27,929,26,49,724,5,10,189,1,0
1021581417961885_1035251146594912,"想了很久到底要不要分享
畢竟上次在這po完他的寫真照......
他本人在貼文底下留言「感謝分享」
我還真不知該哭還是該笑（#狂總管）
　
#傷了眼睛決定不藏私
#不能只有我看到",慎入！FBI帥哥鄧佳華「無碼大尺度」寫真照居然還有第二彈？網友再度崩潰：心經快拿來,link,https://www.facebook.com/1021581417961885/posts/1035251146594912,2016-09-07 16:32:33,841,222,41,526,3,18,152,10,132
1021581417961885_1035182656601761,幹，把我的核彈拿出來！,s-media-cache-ak0.pinimg.com,link,https://www.facebook.com/1021581417961885/posts/1035182656601761,2016-09-07 14:07:07,848,23,59,660,6,2,180,0,0
1021581417961885_1035109296609097,如果我有這個能力，我應該一年感冒366天,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1035109296609097,2016-09-07 11:46:48,688,12,31,555,8,19,106,0,0
1021581417961885_1034979249955435,"看完這個我決定回家繼續睡覺了...
　
#標籤人的時候到了",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1034979249955435,2016-09-07 07:40:39,756,63,21,667,4,45,36,3,1
1021581417961885_1034418726678154,"尖叫雞舞曲94狂，那個紙杯是哪招！

#94狂",尖叫雞舞曲94狂,video,https://www.facebook.com/1021581417961885/posts/1034418726678154,2016-09-06 17:41:18,6764,1485,3060,5574,29,58,1100,1,2
1021581417961885_1034355096684517,"客人說要凱蒂貓的拉花，我凱你老師啦 (#`Д´)ﾉ

#94狂",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1034355096684517,2016-09-06 15:27:04,1832,236,332,1460,6,22,340,0,4
1021581417961885_1034331466686880,"深水炸彈94狂

#標籤人的時候到了",media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1034331466686880,2016-09-06 14:27:16,839,157,83,689,2,10,138,0,0
1021581417961885_1033598056760221,"得獎名單公佈囉！請入內查看
　
請眾得獎人收信，並在2016/9/12前回傳資料，逾期視同放棄(狂阿編就只能謝謝你的捐贈囉～)
　
另外呼叫Ariel Su(309**********09@facebook.com)，你在站內留下的E-mail擋信囉，請私訊提供其他的E-mail帳號",【做你想做的狂新聞，遏制小編拖稿歪風】iPhone 6送給你！ | 狂新聞 Crazy News｜卡提諾,link,https://www.facebook.com/1021581417961885/posts/1033598056760221,2016-09-05 18:31:02,107,2,1,106,1,0,0,0,0
1021581417961885_1033516190101741,9487,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1033516190101741,2016-09-05 16:29:15,832,45,69,656,3,9,162,2,0
1021581417961885_1032820660171294,C羅：我他媽看了三小,gph.to,link,https://www.facebook.com/1021581417961885/posts/1032820660171294,2016-09-04 22:17:23,427,20,17,341,2,2,81,1,0
1021581417961885_1032800023506691,標籤出你身邊的腦殘駕駛....,i.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1032800023506691,2016-09-04 21:46:09,778,101,58,608,3,13,152,2,0
1021581417961885_1032716923515001,督敏俊吸~大口點,media.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1032716923515001,2016-09-04 19:55:23,1033,53,71,772,3,0,257,0,1
1021581417961885_1032496210203739,狂阿編：有沒有朋友要試試看鼻子塞哨子？(估計有87%可能上狂新聞XDD),{狂} 歪國小孩吞下玩具哨子後的聲音....... | 狂新聞Crazy News｜卡提諾,link,https://www.facebook.com/1021581417961885/posts/1032496210203739,2016-09-04 14:03:34,176,12,7,146,3,9,18,0,0
1021581417961885_1031489970304363,"【0903】卡提諾狂新聞 #029 ※大力分享別客氣
　
「這週還是平平淡淡 」
感謝兩位立委兩肋插刀讓狂新聞插兩刀
　
快按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/
　
卡提諾狂新聞網站
http://crazy.ck101.com/
　
卡提諾狂新聞全集
http://goo.gl/LKUQN9",【0903】卡提諾狂新聞 #029,video,https://www.facebook.com/1021581417961885/posts/1031489970304363,2016-09-03 12:28:34,13867,1483,6301,12104,93,20,1646,0,4
1021581417961885_1031485223638171,"沒錯，小的又拖稿了
【20分鐘內火速上傳】",,status,https://www.facebook.com/1021581417961885/posts/1031485223638171,2016-09-03 12:01:17,767,89,1,685,3,4,70,2,3
1021581417961885_1031375616982465,此時的小編,p.fod4.com,link,https://www.facebook.com/1021581417961885/posts/1031375616982465,2016-09-03 09:41:31,648,12,10,531,2,1,110,4,0
1021581417961885_1031116203675073,"趕稿中，辦公室突然出現一隻老鼠
　
單兵如何處置？",,status,https://www.facebook.com/1021581417961885/posts/1031116203675073,2016-09-03 03:12:17,475,76,1,432,2,8,33,0,0
1021581417961885_1030813197038707,"期待的明天的狂新聞嗎？小編熬夜趕工中....
大家先來預測一下吧
　
(現在直到明天中午小編都會在線上回覆唷)
　
ps.絕對不是想不到梗

#94狂 #狂小編 #隨時顯靈",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1030813197038707,2016-09-02 20:51:25,391,42,6,368,3,0,20,0,0
1021581417961885_1029846297135397,"倒數最後１天　本週狂新聞４ni？
　
拖稿不可取　狂民來幫忙
你若來Po文　愛瘋抽到爽
(狂阿編即興創作 換你試試看)",【做你想做的狂新聞，遏制小編拖稿歪風】iPhone 6送給你！ | 狂新聞Crazy News｜卡提諾,link,https://www.facebook.com/1021581417961885/posts/1029846297135397,2016-09-01 19:16:58,103,4,3,102,0,0,1,0,0
1021581417961885_1029774007142626,"亞拉肛...
　
#狂小編",cdn.acidcow.com,link,https://www.facebook.com/1021581417961885/posts/1029774007142626,2016-09-01 17:09:42,313,21,26,233,1,3,76,0,0
1021581417961885_1029743570479003,"人妖變臉那瞬間我嘴角莫名的抖了幾下 (#狂總管)
　
#中國大媽就是狂",與泰國人妖合影...陸客大媽狂搓猛揉結果人妖生氣啦！一拳槌下去：我有的你也有(影影),link,https://www.facebook.com/1021581417961885/posts/1029743570479003,2016-09-01 16:24:57,186,1,7,144,2,0,40,0,0
1021581417961885_1029687257151301,"今天看到這篇快笑死！（#狂總管)
　
#太狂
#不分享對不起你們
#如在進食請勿觀看
　",宿舍有人養馬！大號驚見「竹筍級」爆噁巨無霸便便...網友：這是浩克拉的吧！,link,https://www.facebook.com/1021581417961885/posts/1029687257151301,2016-09-01 15:07:28,297,53,32,240,0,19,36,1,1
1021581417961885_1029115717208455,"我褲子都脫了結果他轉頭了
　
#狂小編",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1029115717208455,2016-08-31 23:22:45,769,59,19,593,2,11,155,3,5
1021581417961885_1028857467234280,看得懂嗎？ #狂小編,giphy.com,link,https://www.facebook.com/1021581417961885/posts/1028857467234280,2016-08-31 19:03:59,344,14,33,290,1,0,53,0,0
1021581417961885_1028765440576816,"我絕對不會承認這影片我看了三遍ヽ(`Д´)ノ（#狂總管）
　
#霸氣逼人
#94狂
#屁孩回家去找媽媽啦抽屁菸",「證件在這！」屁孩秀出刺青想買菸 沒想到女店員竟抬起腿：瞬間逃出超商...(影),link,https://www.facebook.com/1021581417961885/posts/1028765440576816,2016-08-31 16:56:30,235,8,4,210,2,0,23,0,0
1021581417961885_1028733127246714,#狂小編 的日常，請標籤出這樣的人,i.giphy.com,link,https://www.facebook.com/1021581417961885/posts/1028733127246714,2016-08-31 16:22:04,532,81,60,458,12,1,59,2,0
1021581417961885_1027773560676004,"#太狂 
#不能只有我看到
#當你們是朋友才分享的哦
#啾咪
　
( ^.＜ )
　
(#狂總管)",躺在恐懼之上！超噁心的「巨大蟑螂充氣墊」絕對是最適合夏天的產品..也絕對最不受歡迎,link,https://www.facebook.com/1021581417961885/posts/1027773560676004,2016-08-30 19:06:18,368,78,71,320,4,14,24,2,4
1021581417961885_1027711120682248,"好啦好啦 快滾！

#94狂　
　
( #狂小編 )",66.media.tumblr.com,link,https://www.facebook.com/1021581417961885/posts/1027711120682248,2016-08-30 17:00:36,952,58,108,764,11,2,175,0,0
1021581417961885_1024324787687548,"狂民的PO文有如滔滔江水，連綿不絕，啊嘶～
iPhone 6狂抽猛送停不下來
http://goo.gl/5NIC0B

【做你想做的狂新聞，遏制小編拖稿歪風】iPhone 6送給你！
2016/8/28(日)~2016/9/2(五)
只要發帖成功就抽！真是太佛心啦～

壹獎－iPhone 6 64GB，共１名
貳獎－7-11禮券200元，共５名

想換手機就趁現在啊！！
活動詳情：http://goo.gl/5NIC0B
#狂新聞 #卡提諾 #iPhone #９４狂 #沒有最狂只有更狂",【做你想做的狂新聞，遏制小編拖稿歪風】iPhone 6送給你！ | 狂新聞Crazy News｜卡提諾,link,https://www.facebook.com/1021581417961885/posts/1024324787687548,2016-08-30 13:00:00,38,1,3,38,0,0,0,0,0
1021581417961885_1026705077449519,"這篇不算太狂
但是蠻好笑的
想睡覺時可看
(#狂總管)",姊姊撞見弟弟女友劈腿傳Line跟他講…但她用的貼圖實在太欠揍讓網友笑崩！,link,https://www.facebook.com/1021581417961885/posts/1026705077449519,2016-08-29 15:01:06,577,52,97,439,3,3,130,1,1
1021581417961885_1026658750787485,"狂到不能再狂！不認識大傑的人...
看完這篇總該認識了吧XD（#狂總管 ）",最狂大傑COS出爐！花博FF28神人「頭頂風扇」撐起三公尺長髮：完成度太高只能跪了!,link,https://www.facebook.com/1021581417961885/posts/1026658750787485,2016-08-29 13:18:37,552,8,115,475,2,21,53,0,1
1021581417961885_1024936557626371,"【0827】 卡提諾狂新聞 #028期
精選一周最狂的給你！
看完影片該標籤誰我想大家心裡都有數了(*‘ v`*)
　
快按讚加入卡提諾狂新聞粉絲團 ！搶先收到第一手狂訊
https://www.facebook.com/crazyck101/
　
卡提諾狂新聞網站
http://crazy.ck101.com/
　
卡提諾狂新聞全集
http://goo.gl/LKUQN9",【0827】卡提諾狂新聞 #028,video,https://www.facebook.com/1021581417961885/posts/1024936557626371,2016-08-27 12:36:23,9001,1713,4240,7857,47,16,1076,3,2
1021581417961885_1024435981009762,"【0723】 卡提諾狂新聞  #023期　
看不過癮？快到卡提諾狂新聞網站看全部影片
http://goo.gl/hhPDjg",【0723】卡提諾狂新聞  #023,video,https://www.facebook.com/1021581417961885/posts/1024435981009762,2016-08-26 21:56:05,4528,207,412,3978,28,13,499,7,3
1021581417961885_1024435174343176,"【0716】 卡提諾狂新聞  #022期　
看不過癮？快到卡提諾狂新聞網站看全部影片
http://goo.gl/hhPDjg",【0716】卡提諾狂新聞 #022,video,https://www.facebook.com/1021581417961885/posts/1024435174343176,2016-08-26 21:54:39,1560,165,262,1375,6,8,171,0,0
1021581417961885_1024433291010031,"【0709】卡提諾狂新聞 #021期
看不過癮？快到卡提諾狂新聞網站看全部影片
http://goo.gl/hhPDjg",【0709】卡提諾狂新聞 #021,video,https://www.facebook.com/1021581417961885/posts/1024433291010031,2016-08-26 21:51:46,2449,102,375,2139,12,2,295,0,1
1021581417961885_1024424271010933,"【0702】 卡提諾狂新聞  #021期
看不過癮？快到卡提諾狂新聞網站看全部影片
http://goo.gl/hhPDjg",【0702】卡提諾狂新聞 #021,video,https://www.facebook.com/1021581417961885/posts/1024424271010933,2016-08-26 21:39:52,1015,56,117,891,0,2,119,1,2
1021581417961885_1024221367697890,"如果你願意，我可以幫你分析你的屌  
　
你以為就只有這樣？(掩嘴笑
完整圖文版點這>>>http://goo.gl/EeWm5h
　
圖片來源： 黑貓老師
　
★狂新聞報什麼你來決定
http://crazy.ck101.com/
　
#卡提諾 #狂新聞 #卡提諾狂新聞",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1024221367697890,2016-08-26 17:36:24,186,7,12,152,1,0,33,0,0
1021581417961885_1023519924434701,"師父，你也要去取經？　
　
#穿情侶鞋超瞎趴　
#經還是精
#不好意思我下流了

(#狂總管)
　

看完整內文：http://goo.gl/jCgyfB
　
★狂新聞報什麼你來決定
http://crazy.ck101.com/
　
#卡提諾 #狂新聞 #卡提諾狂新聞",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1023519924434701,2016-08-25 19:51:54,112,2,3,96,1,0,15,0,0
1021581417961885_1023504487769578,"不覺得很酷嗎？(๑¯∀¯๑)
三、四百個行李箱全都長得一模一樣
#到底是想逼死誰
#該怎麼分辨你來說說看　　
　
★狂新聞網站上線！自己發文94狂
http://crazy.ck101.com/
　
#卡提諾 #狂新聞 #卡提諾狂新聞",整齊劃一的缺點！英國奧運選手風光返國 卻在機場傷透腦筋..行李都長一樣要怎麼分啦！,link,https://www.facebook.com/1021581417961885/posts/1023504487769578,2016-08-25 19:21:53,85,0,0,71,0,0,14,0,0
1021581417961885_1023469851106375,"如果你覺得這篇不好笑
九成五不是我的問題
一定是你笑點太高
反正我是笑了
#狂總管
　
★不知不覺又過了一周！快來投稿救救 #狂小編
http://crazy.ck101.com/
　
#卡提諾 #狂新聞 #卡提諾狂新聞",嚇死誰！她收到「表弟藥包」照片感覺超無聊...但仔細看一秒噴笑,link,https://www.facebook.com/1021581417961885/posts/1023469851106375,2016-08-25 18:33:41,77,2,10,53,0,1,23,0,0
1021581417961885_1023380531115307,"#狂小編 說他某天發現家裡有這個，如果拿來當禮物有人想要嗎？(✪ω✪)（真心發問　
　
　
★覺得新聞夠狂就來投稿！救救每周五就愁眉苦臉的狂小編
http://crazy.ck101.com/　
　
#卡提諾 #狂新聞 #卡提諾狂新聞 #梗梗梗梗梗",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1023380531115307,2016-08-25 15:49:19,87,7,11,74,1,1,10,0,1
1021581417961885_1022699851183375,"#太狂  #不能不分享 　
　
★狂新聞投稿之快來救救狂小編 
http://crazy.ck101.com/
　
#卡提諾 #狂新聞 #卡提諾狂新聞 #快來幫忙找梗",半調子文青,link,https://www.facebook.com/1021581417961885/posts/1022699851183375,2016-08-24 20:32:51,73,5,0,56,1,6,10,0,0
1021581417961885_1022561054530588,"我們這麼低調
這粉絲團還是被大家發現了...#狂！！！
好吧～第一則PO文，只好獻上近日最受歡迎長輩圖了(？
　

★圖片來源： 游錫堃　
　
★狂新聞投稿或...只是想笑一下◝(　ﾟ∀ ﾟ )◟ http://crazy.ck101.com/
　

#卡提諾  #狂新聞  #卡提諾狂新聞  #梗在哪",Timeline Photos,photo,https://www.facebook.com/1021581417961885/posts/1022561054530588,2016-08-24 17:14:33,90,0,1,78,2,1,9,0,0
