id,create_time,name,message,type,link,comments,reactions,shares
136845026417486_969780889790558,2017-03-20 14:23:24,Photos from 柯文哲's post,"一個桌遊設計團隊來市府，介紹《台北大空襲》這款桌遊給我。台北大空襲是以二次大戰期間，台北遭受空襲的歷史為背景，是一款讓玩家彷彿經歷真實人生的合作遊戲。

每位玩家都是生死與共的家人，「只要一個家人死亡，全部人就輸了。」這個遊戲裡，只有一個敵人，那就是殘酷的戰爭。

這個桌遊之圖案都是由畫師諾米精美手繪，有電腦繪圖難以取代的細膩手感。我對任職過的台大醫院特別有興趣，製作人強調，戰前原是台北帝大病院的台大醫院，屋簷是平的，經過學者的建議後，團隊將原本圖案裏斜邊的屋簷修改，製作團隊對於考究與美感的堅持相當用心。

桌遊產業在台灣還算是小眾市場，但面對世界的競爭，我相信台灣原創的能量仍然充滿機會，我期許投入創意產業的年輕人，都能更勇於創新，也有勇氣承擔失敗，希望我們能夠創造屬於年輕世代的創新文化。

《台北大空襲》桌遊計畫：https://www.zeczec.com/projects/taipei1945/",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/969778426457471/?type=3,189,17641,421.0
136845026417486_969626789805968,2017-03-20 09:01:35,,"去年開始，每個週末我在區長的陪同下，進行各個行政區的一日走讀。藉由實際走訪台北市的各個角落，去瞭解為何有些案子總是難以推動。

這些案子存在幾十年不能解決，一定有它的困難存在。但是知道問題卻不去解決，這不是我的風格。對我來說，政治不難，「心存善念，盡力而為」而已。很多的陳年問題，只要拿出良心和勇氣就能解決。因此，在各區的走讀過程中，我們盡量請教當地的意見，希望能讓第一線的民眾感受到市府的決心。

去年底，我帶領市府各局處首長到萬華舉行首次行動市政會議，以行動展現市府軸線翻轉的決心。 當時我就承諾，未來一年我們將繼續前往各區舉辦行動市政會議，實地檢視各區的建設。106年度的第一場行動市政會議將從士林區起跑，明天上午歡迎打開手機，跟我一起開會、一起看見士林區的改變。

| 士林區行動市政會議 - 直播預告
直播時段：3/21 10:05-10:30
直播內容：
1. 看見改變士林影片
2. 士林區區政報告
3. 士林區長照計劃報告
4. 士林再生計畫推動成果",video,https://www.facebook.com/DoctorKoWJ/videos/969626789805968/,232,11751,233.0
136845026417486_968918006543513,2017-03-19 10:00:05,Timeline Photos,"2017台北世大運有超過150個國家、12000名運動員參與，如何提供一個安全的比賽環境，是我們的首要責任。

為了強化2017台北世大運的反恐維安能量，我們除了在去年舉辦反恐國際研討會，邀集國內外的反恐專業人士，彼此交流實務經驗；更將進一步透過實際演習來找到目前SOP的可能漏洞。在3月30日，市府將以世大運賽事期間所可能遭遇到的各種人為災害進行實兵演習，除了賽事開始前最重要的爆裂物偵搜作業、國軍黑鷹直升機與特勤隊的立體攻堅反劫持演練、火災與毒化物災害搶救，我們更進一步模擬台北田徑場周邊在開閉幕典禮時可能遭遇到的不明爆裂物攻擊、以及後續可能引發的大量傷病患搶救與後送機制。

這次的實兵演習，我想邀請市民朋友一起參加，進到台北田徑場觀眾席實際參與演練，驗收市府努力的成果。為了一個更安全的台北，我們準備好了，就等你來報名！

｜2017台北世大運災害防救及金華演習
時間：106年3月30日
地點：台北田徑場週邊
民眾參與報名專區：http://www.exercise2017.com.tw/about/about-404.htm",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/968918006543513/?type=3,77,4645,64.0
136845026417486_968280936607220,2017-03-18 11:32:57,Photos from 柯文哲's post,"你週末還賴在床上滑手機、不想起床嗎？今天早上大安森林公園洋溢著滿滿的幸福感，趁著難得回暖的好天氣，很多市民來大安森林公園賞花聽音樂！

除了在露天音樂台有新生代歌手樂團以及民歌手輪番上陣，傳唱春天情歌之外；不想自己準備野餐便當也沒關係，這邊有胖卡餐車，空氣中還飄送著淡淡咖啡香氣。

沒趕上今天「看見幸福草地野餐音樂會」的市民朋友們也別擔心，今年我們在北市種了10萬株杜鵑花，整個3月到4月，不同品種的杜鵑花會依序盛開。這個春天，帶著你的環保餐具跟野餐墊，一起漫步在這座花園城市吧。

｜2017臺北杜鵑花季：3/1-3/31 
系列活動資訊 http://2017.azalea.taipei/serial.php

韋禮安 Weibird 白芯羽 Sam Lin Music  女孩與機器人 The Girl and The Robots The Lighters 萊特姊弟 李德筠/南瓜  葉蔻 李明德 羅吉鎮 南方二重唱 民雄 趙詠華",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/968269436608370/?type=3,173,14618,136.0
136845026417486_967479156687398,2017-03-17 12:12:44,Timeline Photos,"今年一月，北市有幾所國中小學發生疑似食物中毒事件。面對問題是解決問題的第一步，我們檢討後發現當時校園廚房作業人員的例行檢查只有A型肝炎、結核病、傷寒，但缺少監測仙人掌桿菌、金黃色葡萄球菌、沙門氏桿菌、志賀氏桿菌這四種常見的細菌性食物中毒因子。

衛生局因此邀集相關業者討論該如何改進SOP，加強校園餐盒作業人員的篩檢，增加監測這些常見的食品中毒菌類。一旦發現人員有染菌狀況，立即調離餐廚作業第一線，並且教育作業人員勤洗手及各種感控知識。

未來，市府也會在學校的營養午餐採購契約裡，加入新的食安標準。這些努力，都是為了我們的下一代能夠在更健康安全的環境裡成長。保障所有北市學童的食品安全，我們責無旁貸。

| Imap - 學校外包中央廚房專區：
http://imap.health.gov.tw/App_Prog/ListFood.aspx?type=3

| 食藥粧網路地圖 Imap：
http://imap.health.gov.tw/",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/967479156687398/?type=3,74,3566,47.0
136845026417486_966737280094919,2017-03-16 10:02:37,Timeline Photos,"讓市民吃得安心一直是我努力的政策目標。透過「公開透明」的政治理念，北市府衛生局嚴格稽查餐廳後，立即上網公布結果，也杜絕關說的麻煩。去年8月，台北市政府推出「食藥粧網路地圖 Imap」，除了結合google map，以視覺化的簡明方式，標示出市民們住家周遭的餐廳歷次稽查結果；同時更包含北市藥局、化妝品業者及居家廢棄藥物檢收站的資訊。

兒童節快來了，為了讓所有爸爸媽媽能夠更安心地陪著孩子一起用餐、一起透過遊樂中學習，台北市政府秉持「沒有最好，只有更好」的精神，在食藥粧網路地圖推出「親子餐廳專區」。除了明確標示每個店家的歷次衛生稽查結果之外，同時更提供餐廳內的各種動態與靜態遊戲設施是否安全合格、是否定期消毒等資訊。

我常說「我們要留下一個什麼樣的台灣給下一代」，其實答案再簡單不過，能夠建構一個宜居、安全的環境，讓孩子們都能夠健康、快樂地長大，相信是所有人共同的期盼。

|  Imap - 親子餐廳專區：
http://imap.health.gov.tw/App_Prog/ListSubject.aspx?id=1

|  食藥粧網路地圖 Imap：
http://imap.health.gov.tw/",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/966737280094919/?type=3,80,5611,150.0
136845026417486_965373340231313,2017-03-14 12:44:53,Timeline Photos,"【3/18下午二點 龍山寺B2 一起來設計台北！】

台北被設計了嗎？

這場講座來自於年輕人的創意發想， 臺北市青年事務委員會 的年輕朋友們，希望能搭建一個平台，讓府外最不被聽見的聲音，有效地傳達到市府各個單位，讓台北的設計政策，不會只是文化人的小確幸，而更能貼近小市民的真實需求。

這週六下午，「被設計的台北」美學論壇，將帶領大家從街友、移工、和孩子的視野，重新檢視台北的設計，邀請大家一起來設計台北！

3/18下午14:00-16:00（13:30開始報到） 
@ 艋舺龍山文創B2（龍山寺站B2，近5號出口）

#被設計的台北

Photo Credit: Beryl Huang",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/965373340231313/?type=3,102,2532,68.0
136845026417486_964535063648474,2017-03-13 08:57:30,Timeline Photos,"世大運越來越接近了，上任以來，我們傾全力準備這場國際賽事，就是希望透過世大運讓台灣走出去、世界走進來，讓世界看見台灣。

如今，國際籃球場、台北市網球中心等等，這些完善的體育場館在眾人努力下，即將展現在全世界眼前，成為選手們締造亮眼成績的舞台。讓我們一起騎上自行車，漫遊世大運場館，想像世大運之盛況！

丨一起世大運 150倒數 Find My Stage

時間：
3/19(日)8:00集合
報名網址：
https://goo.gl/9QZdPa （名額有限，額滿為止）
集合地點：
「河濱樂遊」線：捷運南港軟體園區站2號出口
「市區探索」線：客家文化主題公園鐵馬驛站
活動辦法：
http://events.2017.taipei/activity/activity_20170224.html#A01",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/964535063648474/?type=3,146,4962,78.0
136845026417486_960530570715590,2017-03-08 12:21:18,台北市輪狀病毒疫苗補助接種試辦計畫,"「人生而平等」是一個理想，但在人類社會從沒實現過，不過政府至少要努力做到「教育」和「醫療」平等，給窮人留下最後一個翻身的機會。在教育上，我們推動台北「酷課雲」，讓沒錢補習的孩子，只要透過網路，就可以在雲端上課，現在我們正在規劃完整的校園網路，進一步消除數位落差；醫療方面，我們希望不分社經地位，每個人都可以有更平等的醫療權利。
 
腹瀉是孩童常見疾病，輪狀病毒又是腹瀉重要的原因，疫苗接種則是最有效的預防方法。過去經濟狀況較好的家庭會自費接種疫苗，窮人家的孩子只能繼續拉肚子。為了實現醫療機會均等，臺北市從今年4月5日開始，出生滿6至32週且領有臺北市兒童醫療補助證的嬰兒，補助2100元接種輪狀病毒口服疫苗費用，另外低收、重大傷病、罕見疾病及社會局核定的特殊個案嬰兒，則全額補助而完全免費。
 
透過這項政策，我們希望減輕家長的照顧負擔，進而保障窮苦人家的小孩。在少子化問題日益嚴重的時代，建立一個安心生育、托嬰、托幼的環境，讓大家敢於孕育下一代。
 
丨台北市輪狀病毒疫苗補助接種試辦計畫
 
時間：自106年4月5日起
補助對象及費用：出生滿6至32週，且領有台北市第1及第3類兒童醫療補助證的嬰兒，定額補助輪狀病毒口服疫苗最高2,100元；領有台北市第2類兒童醫療補助證的嬰兒，則可獲得最高5,700元的全額補助。
補助辦法：符合補助對象的嬰兒家長，請攜帶台北市兒童醫療補助證、兒童健康手冊及健保卡，至台北市輪狀病毒疫苗補助特約醫療院所接種。
詳情請上：https://goo.gl/zm6F2A",video,https://www.facebook.com/DoctorKoWJ/videos/960530570715590/,325,10196,413.0
136845026417486_959640037471310,2017-03-07 08:47:20,做自已，女力加油！,"女權運動已有百年歷史，時至今日，性別平權成為普世價值，女性無論在家庭、職場、賽場上都有著重大貢獻，證明了性別不會限制每個人前進的力量，而我們也應當給不同性別的人同樣的肯定。

感謝參與這支影片的許淑淨Hsu Shu-Ching、郭婞淳 KUO, Hsing-Chun、戴資穎/ Tai Tzu Ying、鄭慧芸 Bear 粉絲團、陳湘婷、陳以瑄、黃柔甄、永仁女籃#7黃鈴娟、許雅晴、潘彥昕、張愫心、楊謹蔓、程昕，你們展現了超越性別的態度，從此我們看見的只有堅持夢想的運動員在運動場上為台灣的榮耀而戰。
 
明天就是國際婦女節，我們在萬華舉辦「女力人物個展」，展出8位傑出女性運動家，歡迎市民朋友前往看展，了解運動員的光榮和背後的辛苦，還可以順路去龍山寺拜拜、享受萬華美食哦！

#這一次我們回家比賽
#17世大運一起世大運
#女力加油

丨女力人物個展

日期：3/8-3/31
時間：週二至週六09:00-21:00、週日09:00-18:00
地點：萬華火車站交二大樓3樓 台北市婦女館",video,https://www.facebook.com/DoctorKoWJ/videos/959640037471310/,140,7463,339.0
136845026417486_959067810861866,2017-03-06 12:17:07,Timeline Photos,"【自己的代表自己選_還有兩天！】

3月8日前上網投票，選出您心目中的身權小組委員。

「開放政府、全民參與｣是本市施政的目標，為讓身心障礙者能夠「參與無礙」，社會局率全國之先，將「身心障礙者權益保障推動小組」委員代表採用網路投票方式，讓所有臺北市的身障朋友們，能夠超越時間空間或行動不便的限制，選出真正能代表自己的委員。

這次的創新，不只是選舉方式的差別而已，更是本質上的改變。身障權益保障小組委員選舉在障別、照顧者及監護者的人數及比例較以往更考量代表性。社會局並於106年2月15日辦理「身心障礙者權益保障推動小組候選人政見發表會」，現場以線上直播、文字直播，且同步加以手語翻譯跟聽打服務。另首創採用「網路投票」機制，這樣跨障別、無障礙的選舉制度，也提升參選意願，本次選舉計有120名候選人參選，突顯身障者對於參與公共事務的積極，以及北市對於身心障礙者人權的高度重視。

在此邀請台北市12萬名身心障礙朋友，以直接民主方式參與公共事務，自我決定與自己相關的公共事務，改寫台北市身心障礙者權益推動的歷史。

距離投票截止日還有2天，請本市的身心障礙朋友，與我們一同寫下超越障礙的歷史新頁。

#公民參與
#直接民權
#超越障礙

臺北市政府社會局身心障礙權益保障權小組｢選舉專區｣
投票時間：3/1 11:00-3/8 11:00
選舉專區： https://goo.gl/gIWGij",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/959067810861866/?type=3,102,3301,79.0
136845026417486_959015744200406,2017-03-06 10:16:17,Photos from 柯文哲's post,"昨晚在台北小巨蛋，有一群年輕選手為了榮譽和夢想而拼搏著。

以前在讀書的時候，我只當過大隊接力的選手。說實在，籃球不是我拿手的運動。不過看到這些孩子們，不管是佔優勢或劣勢，還沒到比賽的最後一刻，每個人都在場上努力，不放棄任何機會與希望，這就是運動家的精神。

運動是凝聚向心力的最好方法。就像臺北市立松山高級中學的籃球隊是一支球衣與校服選用同樣顏色的球隊，他們常說「如果沒有松山高中同學的支持，就沒有今天的松高籃球隊」。 因此，在觀眾席上賣力加油的各位也是這場比賽不可或缺的一部份。台北市將在今年夏天舉辦世大運，到時讓我們一起為台灣選手加油，把榮耀留在台灣！

再次恭喜松山高中籃球隊獲得105學年度HBL男子組冠軍。今年夏天讓我們一起Do our best！

#松山魂
#綠色神盾全國制霸
#2017我們一起",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/959014997533814/?type=3,75,8048,78.0
136845026417486_958363070932340,2017-03-05 11:30:37,Photos from 柯文哲's post,"這個週末，我跟市府團隊到台南進行市政交流活動。我們參訪奇美博物館，館藏非常豐富，這是企業透過公私協力回饋社會最好的案例。也拜訪321巷藝術聚落，了解古蹟活化保存，台南市政府打造文化首都的努力令人欽佩。

我們這次跟台南市政府分享城市旅遊、科技園區開發、人本交通跟2017世大運的心得，台南市政府也以文化歷史、觀光旅遊及農業經濟和北市府團隊交流，這些交流可作為雙方市府團隊未來施政參考之用。

我們也到後壁土溝社區，參訪社區營造成果，看到很多年輕人返鄉努力打拼，讓我非常感動；接著還到無米樂社區的米食館拜訪崑濱伯，崑濱伯請我們享用在地米食台農71號做的發糕，我還和同仁一同搭上牛車，也體驗了傳統的碾甘蔗機，十分有趣。

在參觀完2017台灣國際蘭展後，讓我非常驚訝的是，沒想到蘭花竟能有如此多樣性，蘭花每年有上百億的產值，是重要的經濟農作物。我們也參觀了蘭花培植園區，了解為何在蘭花培育台灣是世界第一。

感謝賴清德市長與台南市政府團隊的精心安排，透過兩市團隊的交流，讓雙邊的施政上有更多的參考，以後也有更多的合作。",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/958361954265785/?type=3,134,6932,58.0
136845026417486_956195507815763,2017-03-02 10:46:10,,"有些事情一個人做不怎麼樣，大家一起做，就會很不一樣。

謝謝熊讚和所有的車友，把蒐集到的加油卡片，送到選手的手中。今年夏天台灣將舉辦世大運，我們的選手現在每天就是無止境的練習。他們背著大家的期望，期望獲得好成績站上頒獎台，讓世界看見台灣。

把榮耀留在台灣，這不是口號，更是我們可以團結在一起的理由。我們一起為台灣加油，一起為代表台灣的選手加油，也為自己加油。

完成了這趟一日北高單車行，原本不認識的人們，在路上互相鼓勵、互相支持，從此這一天在大家的人生中就有了新的意義。今年臺灣最重要的事情就是世大運，世大運最重要的事情就是我們在一起！

看到那些加油卡片，上面的字句都令人感動。一定要讓那些辛苦的選手們知道，他們並不孤單。我們國人都在旁邊支持。這一次台灣是我們的主場，這一次我們回家比賽。 

謝謝大家，謝謝你們讓選手被看見。

#2017我們一起
#一起為台灣加油
#這一次我們回家比賽

最後感謝參與這次活動的台北市體育總會自由車協會(NeverStop 永不放棄系列活動)、愛視野影像工作室、Uni-Net 聯網國際資訊、 捷安特自行車、 Garmin 、活動咖EventPal 及所有夥伴。",video,https://www.facebook.com/DoctorKoWJ/videos/956195507815763/,294,12500,396.0
136845026417486_955612684540712,2017-03-01 13:32:02,Timeline Photos,"春天到了，「2017台北杜鵑花季」正式登場！

東京有櫻花，阿姆斯特丹有鬱金香，台北有杜鵑花，這也是我們的市花。

台北市政府今年首次和台灣大學合辦台北杜鵑花季。系列活動包括音樂、藝文與在地導覽，還有大型的野餐音樂會。整個三月，在台北城的南邊，將會充滿著鳥語花香、與濃濃的音樂及藝文氣息。

快來台北杜鵑花季，一起擁抱幸福的春天氣息！

| 春天復古派對：復古婚紗走秀+音樂會
時間：3/4(六)  14:00-16:00 
地點：自來水博物館

| 花與音樂的邂逅：校園青春開唱
時間：3/11(六) 14:00-16:00 
地點：台大鹿鳴廣場

| 看見幸福草地野餐音樂會
時間：3/18(六) 10：30-16:00
地點：大安森林公園露天音樂台 

2017台北杜鵑花季 
更多資訊請上官方網站：http://2017.azalea.taipei",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/955612684540712/?type=3,131,7940,262.0
136845026417486_954801944621786,2017-02-28 08:24:57,Timeline Photos,"「為了更美好的台灣」
柯文哲二二八紀念日感言 
 
身為228受難者家屬，228是我很難面對的日子。每每憶及先祖父所遭遇的時代悲劇，目睹父親所承受的悲傷與遺憾，這個日子的來到，都會引起我的焦慮和不安。許多因此事而遭受苦難的家族，想必也是如此。七十年前因為統治者的錯誤，讓一群精英從此消失，造成了台灣長期黑暗噤聲的年代。即使七十年過去了，在這一刻，這島上仍有許多人心中有一個刺痛且沒有癒合的傷痕，也仍然因為此事件而彼此衝突和猜忌。 

過去二十多年，政府對228受難者道歉、回復名譽、賠償等等，做出了許多的努力，但是「只有受害者、沒有加害者」的歷史糾結，既沒有撫平受難者及其家屬的傷痛，也沒有解決大家心中的疙瘩。今年是228七十周年，也是台灣解嚴三十周年的日子。台灣歷經三次政黨輪替，民主逐漸鞏固。但台灣社會在這一天依然爭執對抗，甚至引起更多人想以冷漠、遺忘的態度來打發這些爭執。 

如何處理這段不幸的歷史，讓仇恨在我們這一代終結，讓已逝者獲得安息，讓受難的家屬走出傷痛，從此大家可以互愛互信互諒走向共同的未來？我們應該採用一種正面的態度，面對問題、解決問題，也預防問題在以後的日子再出現，而不是製造更多的問題來彼此困擾。 

我希望228這個日子能為台灣帶來新的時代意義，228不應該只有帶來悲傷、仇恨、對抗，而是因為這個日子讓台灣社會更和諧更團結。去年我和一群年輕朋友挑戰一日雙塔520公里的自行車長征，只有一個人是無法完成一日雙塔的，但是彼此打氣互相鼓勵，我們完成了一件看似不可能的任務。228一日雙塔的目的在鼓勵台灣人團結合作，喚醒台灣人冒險犯難的精神，重新恢復台灣人的海洋國家性格，向全世界證明台灣人勇於挑戰不畏艱難的意志力。昨天我再度和一群年輕人從台北騎到新竹，新竹和台北是我成長和工作的兩個城市，都是我心愛的家鄉。雖然騎乘過程中寒風刺骨氣溫很低，但每個人心中激發出來對台灣這片土地的愛是炙熱的。我在新竹下車，年輕朋友們則繼續騎向高雄，為我們世大運受訓選手加油打氣。我希望歷史的巨輪從此可以像這樣，一代傳過一代，一棒接著一棒，不斷推動台灣向前行。我有一個願望，希望這樣的活動每年持續辦下去，讓228的紀念活動向外延伸，向下一代延伸，讓這種奮勇前進、不畏艱難的精神成為新的台灣精神，灑向全台灣各地。 

台灣是我們共同的家，台灣人要做台灣這一片土地的主人、台灣人要決定自己的命運、台灣人要建立一個公平正義的新世界。我們有不同的過去，但可以共同努力面對挑戰，一起攜手走向共同的未來。為了更美好的台灣，大家一起努力。

謝謝大家。",photo,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/954801944621786/?type=3,344,18291,342.0
